date,Prix Actuel,prix Predit,product Code
2020-07-31,14.99,14.989999999999885,B007CRDSV2
2018-12-22,15.95,14.880000000000082,B00GL64QG6
2020-03-04,14.99,12.789999999999969,B079GFF4HZ
